timestamp,asset,direction,timeframe,signal_type,entry,tp1,tp2,tp3,stop_loss,risk_reward,confidence,confluences,patterns,news_sentiment
2026-02-26 15:24:09 UTC,AUDJPY=X,SHORT,1h,Reversal,110.364998,110.058785,109.854643,109.54843,110.671211,1.0,8.6,168,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 15:25:01 UTC,EURAUD=X,LONG,4h,Reversal,1.66669,1.670311,1.672726,1.676347,1.663069,1.0,8.7,171,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 15:25:45 UTC,BTC-USD,SHORT,1h,Reversal,66943.257812,66233.464007,65760.268136,65050.47433,67653.051618,1.0,9.6,178,"EMA Cross, Supertrend, Ichimoku",Bearish
2026-02-26 15:27:01 UTC,NVDA,SHORT,5m,Reversal,186.550003,183.603704,181.639504,178.693205,189.496302,1.0,9.1,174,"EMA Cross, Supertrend, ADX(56.7)",Neutral
2026-02-26 15:27:12 UTC,GOOGL,SHORT,1d,Reversal,303.109985,299.514304,297.117183,293.521502,306.705667,1.0,10.0,172,"EMA Cross, Supertrend, ADX(59.5)",Neutral
2026-02-26 17:55:18 UTC,EURUSD=X,SHORT,4h,Reversal,1.177856,1.175566,1.173849,1.172132,1.179574,1.33,7.8,155,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 17:55:31 UTC,GBPUSD=X,SHORT,4h,Reversal,1.345587,1.341607,1.338623,1.335638,1.348572,1.33,10.0,171,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 17:55:43 UTC,USDJPY=X,LONG,1h,Reversal,156.356995,156.831279,157.186993,157.542706,156.001281,1.33,9.4,141,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 17:55:56 UTC,AUDUSD=X,SHORT,1d,Reversal,0.707914,0.705597,0.703858,0.70212,0.709653,1.33,7.6,146,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 17:56:09 UTC,USDCAD=X,LONG,15m,Reversal,1.36981,1.37326,1.375848,1.378435,1.367222,1.33,8.1,144,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 17:56:21 UTC,USDCHF=X,LONG,4h,Reversal,0.77505,0.777206,0.778823,0.780439,0.773433,1.33,8.2,138,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 17:56:33 UTC,NZDUSD=X,SHORT,1h,Reversal,0.596161,0.594353,0.592998,0.591642,0.597516,1.33,9.3,154,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 17:57:51 UTC,EURGBP=X,LONG,1d,Reversal,0.87529,0.877033,0.87834,0.879647,0.873983,1.33,10.0,173,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 17:59:08 UTC,EURJPY=X,LONG,4h,Reversal,184.154007,184.619864,184.969257,185.31865,183.804614,1.33,7.4,134,"Supertrend, Ichimoku, ADX(44.4)",Neutral
2026-02-26 18:00:28 UTC,GBPJPY=X,SHORT,15m,Reversal,210.360001,209.678282,209.166992,208.655703,210.87129,1.33,8.2,158,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 18:01:46 UTC,AUDJPY=X,SHORT,1h,Reversal,110.677002,110.25486,109.938253,109.621647,110.993608,1.33,7.3,142,"EMA Cross, Supertrend, ADX(36.5)",Neutral
2026-02-26 18:01:59 UTC,CADJPY=X,LONG,4h,Reversal,114.154999,114.491854,114.744495,114.997137,113.902357,1.33,8.6,139,"Supertrend, ADX(76.1), Parabolic SAR",Neutral
2026-02-26 18:03:17 UTC,CHFJPY=X,LONG,15m,Reversal,201.755997,202.292716,202.695255,203.097795,201.353457,1.33,7.6,132,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 18:04:34 UTC,NZDJPY=X,SHORT,4h,Reversal,93.165001,92.838431,92.593504,92.348577,93.409928,1.33,8.3,145,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 18:07:25 UTC,XRP-USD,SHORT,1d,Reversal,1.388941,1.364214,1.345668,1.327122,1.407487,1.33,8.3,169,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 18:21:12 UTC,GBPUSD=X,SHORT,4h,Reversal,1.345171,1.341144,1.338123,1.335103,1.348191,1.33,10.0,162,"EMA Cross, Supertrend, ADX(24.3)",Neutral
2026-02-26 18:21:22 UTC,USDJPY=X,LONG,1d,Reversal,156.373993,156.82942,157.17099,157.51256,156.032423,1.33,9.2,144,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-27 11:44:04 UTC,GBPUSD=X,SHORT,4h,Reversal,1.347763,1.344945,1.342831,1.340717,1.349877,1.33,8.9,138,"Supertrend, Ichimoku, ADX(30.3)",Neutral
2026-02-27 11:44:58 UTC,NZDUSD=X,SHORT,4h,Reversal,0.598265,0.597093,0.596213,0.595334,0.599144,1.33,8.7,159,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-27 11:46:01 UTC,CHFJPY=X,LONG,1h,Reversal,201.817993,202.303421,202.667492,203.031563,201.453922,1.33,8.3,139,"Supertrend, Ichimoku, ADX(28.6)",Neutral
2026-02-27 11:46:57 UTC,BTC-USD,SHORT,15m,Reversal,66028.492188,65160.252232,64509.072266,63857.892299,66679.672154,1.33,9.8,173,"EMA Cross, Supertrend, Ichimoku",Bearish
2026-02-27 11:47:21 UTC,XRP-USD,SHORT,4h,Reversal,1.382508,1.364572,1.35112,1.337668,1.39596,1.33,10.0,175,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-28 04:25:59 UTC,CADJPY=X,LONG,1h,Reversal,114.345001,114.625859,114.836502,115.047145,114.134358,1.33,8.1,140,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-03-01 23:08:27 UTC,GBPUSD=X,SHORT,1d,Reversal,1.348327,1.344972,1.342455,1.339939,1.350843,1.33,8.0,136,"EMA Cross, Supertrend, Parabolic SAR",Neutral
2026-03-01 23:10:25 UTC,CADJPY=X,LONG,1h,Reversal,114.345001,114.625859,114.836502,115.047145,114.134358,1.33,8.3,144,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-03-01 23:10:39 UTC,CHFJPY=X,LONG,1d,Reversal,202.774994,203.334279,203.753742,204.173206,202.35553,1.33,8.4,149,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-03-01 23:11:07 UTC,EURCHF=X,SHORT,1d,Reversal,0.90869,0.905881,0.903775,0.901669,0.910796,1.33,8.3,141,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-03-01 23:15:07 UTC,GBPUSD=X,SHORT,1d,Reversal,1.348327,1.344972,1.342455,1.339939,1.350843,1.33,8.0,136,"EMA Cross, Supertrend, Parabolic SAR",Neutral
2026-03-01 23:17:13 UTC,CADJPY=X,LONG,1h,Reversal,114.345001,114.625859,114.836502,115.047145,114.134358,1.33,8.1,142,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-03-01 23:17:27 UTC,CHFJPY=X,LONG,1d,Reversal,202.774994,203.334279,203.753742,204.173206,202.35553,1.33,8.4,149,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-03-01 23:18:02 UTC,EURCHF=X,SHORT,1d,Reversal,0.90869,0.905881,0.903775,0.901669,0.910796,1.33,8.3,141,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-03-01 23:20:16 UTC,GC=F,LONG,1d,Breakout,5369.399902,5431.971191,5478.899658,5525.828125,5322.471436,1.33,8.0,157,"EMA Cross, Supertrend, Ichimoku",Bearish
2026-03-02 00:20:46 UTC,EURUSD=X,SHORT,1d,Reversal,1.177579,1.174632,1.172421,1.170211,1.179789,1.33,8.3,135,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-03-02 00:21:00 UTC,GBPUSD=X,SHORT,1d,Reversal,1.341922,1.337623,1.334399,1.331175,1.345146,1.33,9.7,148,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-03-02 00:21:12 UTC,USDJPY=X,LONG,1d,Reversal,156.401001,156.854856,157.195248,157.535639,156.06061,1.33,8.5,127,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-03-02 00:22:03 UTC,NZDUSD=X,SHORT,15m,Reversal,0.596338,0.594178,0.592557,0.590937,0.597959,1.33,8.5,136,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-03-02 00:22:15 UTC,EURGBP=X,LONG,1d,Reversal,0.87726,0.879113,0.880503,0.881892,0.87587,1.33,8.9,126,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-03-02 00:23:00 UTC,CADJPY=X,LONG,1h,Reversal,114.518997,114.835713,115.07325,115.310787,114.28146,1.33,9.1,128,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-03-02 00:23:13 UTC,CHFJPY=X,LONG,4h,Reversal,203.408997,204.055568,204.540497,205.025426,202.924068,1.33,9.9,137,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-03-02 00:23:36 UTC,EURCHF=X,SHORT,1d,Reversal,0.90505,0.901854,0.899458,0.897061,0.907447,1.33,9.7,149,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-03-02 00:24:24 UTC,BTC-USD,SHORT,1h,Reversal,65859.671875,64811.159598,64024.775391,63238.391183,66646.056083,1.33,9.1,169,"EMA Cross, Supertrend, Ichimoku",Bearish
